4f8e5b81e80eb0e420091588 2 1----Employment----TITLE.HEAD.HTML.#document	ratemyprofessorscom:1 univers:1 california:1 satish:1 rao:1 berkelei:1	||	Satish Rao - University of California Berkeley - RateMyProfessors.com	##true@@false$$		||	ORGANIZATION: University of California Berkeley; 	LOCATION: RateMyProfessors.com; 	NOUN: Satish Rao; University; California Berkeley; RateMyProfessors.com; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 9----Bio----#text.P.BODY.HTML.#document	illinoi:1 colleagu:1 profession:1 scientist:1 electr:1 faculti:1 doctor:1 center:2 washington:1 hide:1 univers:2 interest:1 multidisciplinari:1 jersei:1 st:1 affili:1 video:1 work:1 coordin:1 assist:1 mon:1 involv:1 belgium:1 format:1 imag:2 director:1 statist:2 bell:1 degre:1 inform:4 loui:1 professor:5 commun:1 comput:1 fast:1 moulin:1 forens:1 model:1 depart:2 decis:1 engin:2 signal:2 becam:1 applic:1 algorithm:1 authent:1 polytechniqu:1 pierr:1 area:1 associ:1 current:1 morristown:1 analysi:1 institut:2 scienc:1 ecol:1 member:2 twenti:1 optim:1 multiresolut:1 later:1 trust:1 receiv:1 join:1 research:4 beckman:1 field:1 process:3 laboratori:1 theori:3 group:1 found:1	||	Pierre Moulin received his Engineer degree from the Ecole Polytechnique of Mons, Belgium, and his doctorate from Washington University in St. Louis (1990). After working as a Research Scientist for Bell Communications Research in Morristown, New Jersey, he joined the University of Illinois as Assistant Professor (1996) and later became Associate Professor (1999) and Professor (2003) in the Department of	##false@@false$$	Electrical and Computer Engineering	##false@@true$$	, Research Professor in the	##false@@false$$	Coordinated Science Laboratory	##false@@true$$	, faculty member in the	##false@@false$$	Beckman Institute	##false@@true$$	's	##false@@false$$	Image Formation and Processing Group	##false@@true$$	, and affiliate professor in the department of	##false@@false$$	Statistics	##false@@true$$	. He is also a member of the	##false@@false$$	Information Trust Institute	##false@@true$$	and the founding director of the new	##false@@false$$	Center for Information Forensics	##false@@true$$	, a multidisciplinary research center currently involving twenty	##false@@false$$	colleagues	##false@@true$$	. His fields of professional interest are information theory, image and video processing, statistical signal processing and modeling, decision theory, information hiding and authentication, and the application of multiresolution signal analysis, optimization theory, and fast algorithms to these areas.	##false@@false$$		||	ORGANIZATION: Ecole Polytechnique; Washington University; Bell Communications Research; University of Illinois; Department of Electrical and Computer Engineering; Coordinated Science Laboratory; Beckman Institute 's Image Formation and Processing Group; Information Trust Institute; Center for Information Forensics; 	PERSON: Pierre Moulin; 	DATE: 1990; 1996; 1999; 2003; 	LOCATION: Mons; Belgium; St. Louis; Morristown; New Jersey; 	NOUN: Pierre Moulin; Engineer degree; Ecole Polytechnique; Mons; Belgium; doctorate; Washington University; St. Louis; Research Scientist; Bell Communications Research; Morristown; New Jersey; University; Illinois; Assistant Professor; Associate Professor; Professor; Department; Computer Engineering; Research Professor; Coordinated Science Laboratory; faculty member; Beckman Institute; Image Formation; Processing Group; affiliate professor; department; Statistics; member; Information Trust Institute; director; Center; Information Forensics; research center; colleagues; fields; interest; information theory; image; video processing; signal processing; modeling; decision theory; information hiding; authentication; application; signal analysis; optimization theory; algorithms; areas; 	||	##true@@false$$	||	##true@@false$$
75960-3 0 10----Bio----#text.P.BODY.HTML.#document	governor:1 award:3 faculti:1 foundat:1 center:1 estim:1 student:1 hide:1 chief:1 recipi:1 founder:1 workshop:1 imdsp:3 select:1 career:1 imag:3 board:1 nation:1 inform:5 editor:5 ieee:11 co:3 transact:5 advanc:1 fellow:1 teacher:1 committe:1 forens:1 soni:1 paper:3 data:1 signal:5 issu:2 author:2 rate:1 area:3 multidimension:1 associ:2 societi:4 classif:1 best:2 serv:1 theoret:1 juan:1 scienc:1 member:1 detect:1 technic:1 excel:1 list:1 receiv:1 young:1 till:3 beckman:1 liu:1 process:5 chair:1 secur:1 guest:2 special:2 theori:3 studi:1 scholar:1	||	He served as Associate Editor for the	##false@@false$$	IEEE Transactions on Information Theory	##false@@true$$	from 1996 till 1998, for the	##false@@false$$	IEEE Transactions on Image Processing	##false@@true$$	from 1999 till 2002, and then as Area Editor from 2002 till 2006. In 1999, he was co-chair of the	##false@@false$$	IEEE Information Theory workshop on Detection, Estimation and Classification	##false@@true$$	. He was a Guest Editor of the IEEE Transactions on Information Theory 2000 special issue on Information-Theoretic Imaging; Guest Editor of the IEEE Transactions on Signal Processing's 2003 special issue on Data Hiding; and member of the IEEE Image and Multidimensional Signal Processing (IMDSP) Society Technical Committee (1998-2003) and the Board of Governors of the IEEE Signal Processing Society (2005-2007). He is co-founder and Editor-in-Chief of the new	##false@@false$$	IEEE Transactions on Information Forensics and Security	##false@@true$$	. He is a Fellow of IEEE (2003), recipient of a 1997 Career award from the National Science Foundation, and of the IEEE Signal Processing Society 1997 Best Paper award in the IMDSP area. He is also co-author (with Juan Liu) of a paper that received the IEEE Signal Processing Society 2002 Young Author Best Paper award  in the IMDSP area. He was selected as Beckman Associate of UIUC's Center for Advanced Study (2003) and Sony Faculty Scholar (2005-2007). He was on the Dean's list of teachers rated excellent by their students in 1996, 1999, 2000, 2005, and 2007.	##false@@false$$		||	ORGANIZATION: Society Technical Committee; Board of Governors; Information Forensics and Security; National Science Foundation; Young Author Best Paper; UIUC; Sony; 	PERSON: Juan Liu; Beckman; 	DATE: 1996; 1998; 1999; 2002; 2002; 2006; 1999; 2000; 2003; 2003; 1997; 1997; 2002; 2003; 1996; 1999; 2000; 2005; 2007; 	NOUN: Associate Editor; IEEE Transactions; Information Theory; IEEE Transactions; Image Processing; Area Editor; co-chair; IEEE Information Theory workshop; Detection; Estimation; Classification; Guest Editor; IEEE Transactions; Information Theory; issue; Imaging; Guest Editor; IEEE Transactions; Signal Processing; issue; Data; member; IEEE Image; Signal Processing; IMDSP; Society Technical Committee; Board; Governors; IEEE Signal Processing Society; co-founder; Editor-in-Chief; IEEE Transactions; Information Forensics; Security; Fellow; IEEE; Career award; National Science Foundation; IEEE Signal Processing Society; Paper award; IMDSP area; co-author; Juan Liu; paper; IEEE Signal Processing Society; Young Author Best Paper award; IMDSP area; Beckman Associate; UIUC; Center; Advanced Study; Sony Faculty Scholar; Dean; list; teachers; students; 	||	##true@@false$$	||	##false@@true$$
75960-3 0 11----Research----#text.FONT.FONT.B.BODY.HTML.#document	research:1	||	Research	##true@@false$$		||	NOUN: Research; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 12----Research----#text.B.P.BODY.HTML.#document	detect:1 model:1 optim:1 hash:1 multiresolut:1 recognit:1 signal:1 imag:1 statist:1 wavelet:1 steganographi:1 kei:1 process:2 compress:1 stochast:1 fingerprint:1 inform:2 watermark:1 estim:1 secur:1 pattern:1 word:1 theori:1 analysi:1	||	KEY WORDS: Signal processing, modeling, compression, imaging, information theory, statistics, stochastic processes, wavelets and multiresolution analysis, estimation, detection, pattern recognition, watermarking, hashing, fingerprinting, steganography, information security, optimization.	##true@@false$$		||	NOUN: WORDS; Signal processing; modeling; compression; imaging; information theory; statistics; processes; wavelets; analysis; estimation; detection; pattern recognition; watermarking; fingerprinting; steganography; information security; optimization; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 13----Research----#text.P.BODY.HTML.#document	understand:1 simpl:1 gener:1 infer:1 challeng:1 student:1 varieti:1 role:1 central:1 video:1 select:1 principl:2 lack:1 imag:2 statist:3 solv:1 compress:1 inform:3 emerg:1 restor:1 underli:1 moulin:1 forens:1 model:1 engin:1 identifi:1 signal:1 brought:1 recent:1 applic:2 algorithm:1 area:1 develop:1 bear:1 detect:1 includ:1 fundament:2 speak:1 problem:4 research:1 main:1 process:1 secur:1 focu:1 eleg:1 plai:1 approach:1 theori:2 method:1	||	Moulin and his students research the application of statistics and information theory to a variety of engineering problems. Generally speaking, the main challenge is to select emerging problems for which a fundamental understanding is still lacking, identify the underlying simple and elegant principles that should be brought to bear on such problems, and develop methods and algorithms for solving them. Statistical modeling and fundamental principles of statistical inference and information theory play a central role in this approach.  The application areas include imaging and signal, image and video processing, with focus on problems of compression, restoration, detection, and more recently, information forensics and security.	##false@@false$$		||	NOUN: Moulin; students; application; statistics; information theory; variety; engineering problems; challenge; problems; understanding; principles; problems; methods; algorithms; modeling; principles; inference; information theory; role; approach; application areas; imaging; signal; image; video processing; focus; problems; compression; restoration; detection; information forensics; security; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 14----Research----#text.P.BODY.HTML.#document	perform:1 radar:1 wavelet:2 estim:2 bayesian:1 spars:1 nonorthogon:1 bank:2 motion:1 video:1 work:1 class:1 code:1 imag:3 statist:1 inform:1 appli:1 aim:1 restor:2 filter:2 spectral:1 result:1 complex:1 model:1 scope:1 broaden:1 line:1 signal:4 adapt:1 quantiz:1 current:1 dens:1 theoret:1 find:1 thrust:1 includ:2 optim:4 regular:1 ideal:1 research:2 represent:1 techniqu:2 process:2 field:1 eg:1 narrow:1 appropri:1 densiti:1 base:1 exampl:1 method:1 measur:1 somewhat:1 design:1	||	One of our research thrusts includes finding sparse signal representations (e.g., wavelet-based) and processing techniques that optimize appropriate performance measures. This line of research aims at broadening the scope of information-theoretic methods and results on optimal signal processing, which currently apply to somewhat narrow classes of idealized signals. Examples of this work include design of wavelets and filter banks optimally adapted to signal statistics; optimal quantization techniques for nonorthogonal filter banks; modeling, estimation and coding of dense video motion fields; spectral density estimation, radar imaging, complexity-regularized image restoration, and Bayesian image restoration.	##false@@false$$		||	NOUN: research thrusts; signal representations; processing techniques; performance measures; line; research; scope; methods; signal processing; classes; signals; Examples; work; design; wavelets; filter banks; statistics; quantization techniques; filter banks; modeling; estimation; coding; video motion fields; density estimation; radar imaging; image restoration; image restoration; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 15----Research----#text.P.BODY.HTML.#document	formerli:1 steganograph:1 medard:1 perform:1 nois:1 arbitrari:1 washington:1 munich:1 hide:2 interest:1 work:2 joint:1 flaw:2 ralf:1 hash:1 muriel:1 avail:1 resist:1 code:2 togeth:2 content:1 digit:1 inform:4 watermark:3 system:3 emerg:1 commun:1 forens:1 desynchron:1 can:2 remedi:1 data:2 protect:1 date:1 applic:1 prof:3 fingerprint:1 jodi:1 area:1 analysi:2 develop:2 theoret:1 find:1 heurist:1 thrust:1 robust:1 includ:1 previous:1 fundament:1 mit:1 research:1 nowadai:1 main:1 uiuc:1 achiev:1 secur:4 tu:1 exampl:1 approach:1 theori:3 method:4 koetter:1 attack:1 sullivan:1 bound:2	||	Our main research thrust nowadays is in the emerging area of information forensics and security.  Moulin's interest in information security dates  back from 1997, when he developed an information theory of watermarking and data hiding, together with Prof. Jody O' Sullivan (Washington U.). This theory finds applications to content protection; previously, only heuristic methods were available.  Since 2000, we have been developing a coding theory for data hiding, together with Prof. Ralf Koetter (formerly UIUC, now TU Munich). Examples of this work include fundamental performance bounds for watermarking, digital fingerprinting, and steganographic systems; codes that can achieve (or approach) these bounds; methods that resist arbitrary noise and desynchronization attacks; robust hashing methods; analysis of security flaws for watermarking systems; methods that can remedy those flaws; and information-theoretic analysis of secure communication systems (joint work with Prof. Muriel Medard, MIT).	##false@@false$$		||	ORGANIZATION: UIUC; TU Munich; MIT; 	PERSON: Jody O ' Sullivan; Ralf Koetter; Muriel Medard; 	DATE: 1997; 2000; 	LOCATION: Washington U.; 	NOUN: research thrust; area; information forensics; security; Moulin; interest; information security dates; information theory; watermarking; data hiding; Prof. Jody O; Sullivan; Washington U.; theory; applications; protection; heuristic methods; theory; data hiding; Prof. Ralf Koetter; UIUC; TU Munich; Examples; work; performance bounds; watermarking; fingerprinting; systems; codes; approach; bounds; methods; noise; desynchronization attacks; methods; analysis; security flaws; systems; methods; flaws; analysis; communication systems; work; Prof. Muriel Medard; MIT; 	||	##true@@false$$	||	##false@@true$$
75960-3 0 16----Research----#text.FONT.FONT.B.BODY.HTML.#document	select:1 public:1	||	Selected Publications	##true@@false$$		||	NOUN: Publications; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 17----Others----#text.A.LI.BODY.HTML.#document	click:1	||	Click here	##false@@true$$		||		||	##true@@false$$	||	##false@@false$$
75960-3 0 18----Presentation----#text.FONT.FONT.B.LI.BODY.HTML.#document	recent:1 talk:1	||	Recent Talks	##true@@false$$		||	NOUN: Talks; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 19----Presentation----#text.LI.BODY.HTML.#document	perspect:1 inform:1 discreet:1 mai:1 toulous:1 plenari:1 signal:1 franc:1 icassp:1 theoret:1	||	ICASSP plenary	##false@@true$$	, Toulouse, France, May 2006 (Discreet Signaling: An Information-Theoretic Perspective)	##false@@false$$		||	DATE: 2006; 	LOCATION: Toulouse; France; 	NOUN: ICASSP plenary; Toulouse; France; May; Discreet Signaling; Perspective; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 20----Presentation----#text.LI.BODY.HTML.#document	eusipco:1 inform:1 antalya:1 hide:1 septemb:1 turkei:1 method:1 type:1 applic:1	||	EUSIPCO	##false@@true$$	, Antalya, Turkey, September 2005 (The Method of Types and Its Application to Information Hiding)	##false@@false$$		||	DATE: 2005; 	LOCATION: EUSIPCO; Antalya; Turkey; 	NOUN: EUSIPCO; Antalya; Turkey; September; Method; Types; Application; Information Hiding; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 21----Presentation----#text.LI.BODY.HTML.#document	detect:1 june:1 wavila:1 resili:1 challeng:1 framework:1 spain:1 system:1 watermark:1 comput:1 geometr:1 barcelona:1 theoret:1 design:1	||	Wavila Challenge	##false@@true$$	, Barcelona, Spain, June 2005 (A Detection-Theoretic and Computational Framework for Designing Geometrically Resilient Watermarking Systems)	##false@@false$$		||	ORGANIZATION: Wavila Challenge; 	DATE: 2005; 	LOCATION: Barcelona; Spain; 	NOUN: Wavila Challenge; Barcelona; Spain; June; Framework; Designing Geometrically Resilient Watermarking Systems; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 22----Presentation----#text.FONT.FONT.B.LI.BODY.HTML.#document	forens:1 inform:1 ieee:1 secur:1 transact:1	||	IEEE Transactions on Information Forensics and Security	##true@@false$$		||	ORGANIZATION: IEEE Transactions on Information Forensics and Security; 	NOUN: IEEE Transactions; Information Forensics; Security; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 23----Others----#text.A.LI.BODY.HTML.#document	home:1 page:1	||	Home page	##false@@true$$		||	NOUN: Home page; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 24----Research----#text.LI.BODY.HTML.#document	march:1 editori:1 inaugur:1 issu:1	||	editorial for inaugural issue	##false@@true$$	(March 2006)	##false@@false$$		||	DATE: 2006; 	NOUN: editorial; issue; March; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 25----Others----#text.FONT.FONT.B.LI.BODY.HTML.#document	teach:1	||	Teaching	##true@@false$$		||	NOUN: Teaching; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 26----Others----#text.UL.LI.BODY.HTML.#document	inform:1 fall:1 theori:1	||	ECE563	##false@@true$$	--- Information Theory	##false@@false$$	(Fall 2007)	##false@@false$$		||	DATE: 2007; 	NOUN: ECE563; Information Theory; Fall; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 27----Others----#text.UL.LI.BODY.HTML.#document	detect:1 estim:1 fall:1 signal:1 spring:1	||	ECE561	##false@@true$$	--- Signal Detection and Estimation	##false@@false$$	(Fall 1999, Springs 2001, 2003, 2005, 2008)	##false@@false$$		||	ORGANIZATION: Signal Detection and Estimation; 	DATE: 1999; 2001; 2003; 2005; 2008; 	NOUN: ECE561; Signal Detection; Estimation; Fall; Springs; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 28----Others----#text.UL.LI.BODY.HTML.#document	process:1 digit:1 topic:1 advanc:1 fall:1 signal:1	||	ECE551	##false@@true$$	--- Advanced Topics in Digital Signal Processing	##false@@false$$	(Fall 1996, 1997, 2002, 2004, 2009)	##false@@false$$		||	ORGANIZATION: Advanced Topics in Digital Signal Processing; 	DATE: 1996; 1997; 2002; 2004; 2009; 	NOUN: ECE551; Advanced Topics; Digital Signal Processing; Fall; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 29----Others----#text.UL.LI.BODY.HTML.#document	process:1 fall:1 cours:1 graduat:1 special:1 signal:1 wavelet:1 nonlinear:1	||	ECE497PM	##false@@true$$	--- Wavelets and Nonlinear Signal Processing	##false@@false$$	(Fall 2000) -- special graduate course	##false@@false$$		||	DATE: 2000; 	NOUN: ECE497PM; Wavelets; Signal Processing; Fall; course; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 30----Others----#text.UL.LI.BODY.HTML.#document	process:2 topic:1 fall:1 cours:1 graduat:1 special:1 signal:1 imag:1 video:1 statist:1	||	ECE544	##false@@true$$	(Topics in Signal Processing, Fall 2006, 2008) --- Statistical Image and Video Processing	##false@@false$$	-- special graduate course.	##false@@false$$		||	DATE: 2006; 2008; 	NOUN: ECE544; Topics; Signal Processing; Fall; Image; Video Processing; course; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 31----Others----#text.UL.LI.BODY.HTML.#document	updat:1 fall:1 taught:1 version:1	||	This is an updated version of	##false@@false$$	ECE497PM	##false@@true$$	--- taught during Fall 1998	##false@@false$$		||	DATE: 1998; 	NOUN: version; ECE497PM; Fall; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 32----Others----#text.UL.LI.BODY.HTML.#document	process:1 digit:1 introduct:1 imag:1 spring:1 video:1	||	ECE418	##false@@true$$	--- Introduction to Digital Image and Video Processing	##false@@false$$	(Springs 1996-2002, 2004, 2006, 2007, and 2009)	##false@@false$$		||	ORGANIZATION: Digital Image; 	DATE: 2004; 2006; 2007; 2009; 	LOCATION: Springs; 	NOUN: ECE418; Introduction; Digital Image; Video Processing; Springs; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 33----Others----#text.H1.CENTER.TD.TR.TBODY.TABLE.CENTER.LI.BODY.HTML.#document	pictur:1 group:1	||	Group Pictures	##true@@false$$		||	NOUN: Group Pictures; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 34----Others----#text.FONT.FONT.B.LI.BODY.HTML.#document	phd:1 student:1	||	Ph.D. Students	##true@@false$$		||	NOUN: Ph.D.; Students; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 35----Others----#text.A.LI.UL.LI.BODY.HTML.#document	sadasivam:1 shankar:1	||	Shankar Sadasivam	##false@@true$$		||	PERSON: Shankar Sadasivam; 	NOUN: Shankar Sadasivam; 	||	##true@@false$$	||	##false@@true$$
75960-3 0 36----Others----#text.FONT.FONT.B.LI.BODY.HTML.#document	student:1 ms:1	||	M.S. Students	##true@@false$$		||	ORGANIZATION: M.S. Students; 	NOUN: M.S. Students; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 37----Others----#text.LI.UL.LI.BODY.HTML.#document	ibtissam:1 ezzeddin:1	||	Ibtissam Ezzeddine	##false@@false$$		||	PERSON: Ibtissam Ezzeddine; 	NOUN: Ibtissam Ezzeddine; 	||	##true@@false$$	||	##false@@true$$
75960-3 0 38----Others----#text.A.LI.UL.LI.BODY.HTML.#document	wei:1 yen:1 huang:1	||	Yen-Wei Huang	##false@@true$$		||	PERSON: Yen-Wei Huang; 	NOUN: Yen-Wei Huang; 	||	##true@@false$$	||	##false@@true$$
75960-3 0 39----Others----#text.LI.UL.LI.BODY.HTML.#document	scott:1 chen:1	||	Scott Chen	##false@@false$$		||	PERSON: Scott Chen; 	NOUN: Scott Chen; 	||	##true@@false$$	||	##false@@true$$
75960-3 0 40----Others----#text.LI.UL.LI.BODY.HTML.#document	naini:1 rohit:1	||	Rohit Naini	##false@@false$$		||	PERSON: Rohit Naini; 	NOUN: Rohit Naini; 	||	##true@@false$$	||	##false@@true$$
75960-3 0 41----Others----#text.LI.UL.LI.BODY.HTML.#document	gigaud:1 guillaum:1	||	Guillaume Gigaud	##false@@false$$		||	PERSON: Guillaume Gigaud; 	NOUN: Guillaume Gigaud; 	||	##true@@false$$	||	##false@@true$$
75960-3 0 42----Others----#text.FONT.FONT.B.LI.BODY.HTML.#document	former:1 postdoc:1	||	Former postdocs	##true@@false$$		||	NOUN: postdocs; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 43----Others----#text.UL.LI.BODY.HTML.#document	prof:1 schmid:1 natalia:1 asst:1 virginia:1 west:1	||	Natalia Schmid	##false@@true$$	(2001)	##false@@false$$	(Asst Prof., U. of West Virginia)	##false@@false$$		||	PERSON: Natalia Schmid; 	DATE: 2001; 	LOCATION: U. of West Virginia; 	NOUN: Natalia Schmid; Prof.; U.; West Virginia; 	||	##true@@false$$	||	##false@@true$$
75960-3 0 44----Others----#text.UL.LI.BODY.HTML.#document	prof:1 assoc:1 lanterman:1 georgia:1 aaron:1 tech:1	||	Aaron Lanterman	##false@@true$$	(1998-2001)	##false@@false$$	(Assoc. Prof., Georgia Tech.)	##false@@false$$		||	ORGANIZATION: Assoc; Georgia Tech; 	PERSON: Aaron Lanterman; 	NOUN: Aaron Lanterman; Assoc; Prof.; Georgia Tech; 	||	##true@@false$$	||	##false@@true$$
75960-3 0 45----Others----#text.UL.LI.BODY.HTML.#document	prof:1 assoc:1 ye:1 advanc:1 jong:1 technolog:1 institut:1 korea:1	||	Jong C. Ye	##false@@true$$	(1999-2001)	##false@@false$$	(Assoc. Prof., Korea Advanced Institute of Technology)	##false@@false$$		||	ORGANIZATION: Assoc; Korea Advanced Institute of Technology; 	PERSON: Jong C. Ye; 	NOUN: Jong C. Ye; Assoc; Prof.; Korea Advanced Institute; Technology; 	||	##true@@false$$	||	##false@@true$$
